Researcher,Trial,Plot,Weight,Width,Length,Height,Shape,Area,Hollow,Double,Knob
Groves,Example Trial,403,2.55,1.88,2.41,1.62,28783,5370,0,0,0
Groves,Example Trial,403,2.45,1.94,2.2,1.94,33795,4474,0,0,1
Groves,Example Trial,403,3.41,2.16,2.97,1.63,30665,7147,0,0,0
Groves,Example Trial,403,2.04,1.64,2.6,1.32,27590,4990,0,0,0
Groves,Example Trial,403,2.9,1.84,2.57,1.78,29025,5612,0,0,0
Groves,Example Trial,403,1.42,1.64,1.64,1.34,25380,3248,0,0,0
Groves,Example Trial,403,2.34,1.7,2.68,1.45,28231,5491,0,0,0
Groves,Example Trial,403,1.56,1.7,2.07,1.37,30904,3833,0,0,0
Groves,Example Trial,403,4.65,2.02,3.76,1.72,28094,9679,0,0,0
Groves,Example Trial,403,0.95,1.37,1.83,1.06,27973,2615,0,0,0
Groves,Example Trial,403,9.89,2.5,5.19,2.18,28600,16269,0,0,0
Groves,Example Trial,403,0.98,1.72,1.25,1.16,25448,2487,0,0,0
Groves,Example Trial,403,4.16,1.94,3.52,1.73,28398,8507,0,0,0
Groves,Example Trial,403,2.92,2.1,2.78,1.55,30989,6429,0,0,0
Groves,Example Trial,403,0.93,1.47,1.64,1.08,27996,2664,0,0,0
Groves,Example Trial,403,4.55,2.08,3.68,1.75,29440,9106,0,0,0
Groves,Example Trial,403,3.54,2.1,2.97,1.71,30127,7211,0,0,0
Groves,Example Trial,403,3.04,2.02,2.86,1.58,30026,6600,0,0,0
Groves,Example Trial,403,2.53,2.3,2.28,1.5,31090,5614,0,0,0
Groves,Example Trial,403,1.5,1.72,2.01,1.29,29731,3729,0,0,0
Groves,Example Trial,403,3.07,1.86,2.94,1.7,30281,6459,0,0,0
Groves,Example Trial,403,2.4,1.98,2.76,1.39,31650,5844,0,0,0
Groves,Example Trial,403,2.17,2.24,1.8,1.52,28242,4806,0,0,0
Groves,Example Trial,403,2.45,2.1,2.28,1.55,30291,5280,0,0,0
Groves,Example Trial,403,3.63,2.85,3.07,1.61,38806,8373,1,1,0
Groves,Example Trial,403,2.26,1.9,2.52,1.49,31566,5257,0,0,0
Groves,Example Trial,403,1.86,1.7,2.31,1.37,28924,4436,0,0,0
Groves,Example Trial,403,4.31,2.2,3.39,1.77,30627,8420,0,0,0
Groves,Example Trial,403,1.33,2,1.62,1.16,28258,3513,0,0,0
Groves,Example Trial,403,1.85,2.2,1.56,1.52,28198,4077,0,0,0
Groves,Example Trial,403,2.23,1.64,2.28,1.55,25989,4416,0,0,0
Groves,Example Trial,403,5.98,2.06,4.48,1.86,28704,11528,0,0,0
Groves,Example Trial,403,2.73,1.76,2.89,1.55,28878,6072,0,0,0
Groves,Example Trial,403,3.37,2.14,2.17,1.97,27146,5785,0,0,1
Groves,Example Trial,403,8.25,2.28,4.96,1.95,26729,14675,0,0,0
Groves,Example Trial,403,1.58,1.64,2.01,1.35,28165,3714,0,0,0
Groves,Example Trial,403,1.33,1.58,2.01,1.23,29370,3508,0,0,0
Groves,Example Trial,403,1.61,1.64,2.04,1.46,30338,3685,0,0,0
Groves,Example Trial,403,4.08,1.98,3.6,1.66,29001,8637,0,0,0
Groves,Example Trial,403,5.59,2.14,3.87,1.81,26815,10840,0,0,0
Groves,Example Trial,403,4.5,2.06,4.11,1.73,32549,9581,0,0,0
Groves,Example Trial,403,3.23,2.2,2.91,1.65,32703,6915,0,0,0
Groves,Example Trial,403,4.31,2.36,3.21,1.76,30935,8492,0,0,0
Groves,Example Trial,403,1.92,2.2,1.7,1.43,27855,4437,0,0,0
Groves,Example Trial,403,2.39,1.92,2.7,1.44,31234,5487,0,0,0
Groves,Example Trial,403,4.38,2.26,3.37,1.76,30603,8652,0,0,0
Groves,Example Trial,403,2.96,1.8,2.94,1.59,28426,6464,0,0,0
Groves,Example Trial,403,2.55,2.12,2.36,1.58,31000,5663,0,0,0
Groves,Example Trial,403,2.29,2.1,2.36,1.54,33328,5265,0,0,0
Groves,Example Trial,403,5.59,2.24,3.84,1.78,27389,10860,0,0,0
Groves,Example Trial,403,4.08,1.94,3.37,1.66,26599,8332,0,0,0
Groves,Example Trial,403,2.72,1.84,2.99,1.49,30137,6245,0,0,0
Groves,Example Trial,403,5.14,1.96,3.92,2.02,30194,9012,0,0,0
Groves,Example Trial,403,6.25,2.08,4.16,1.9,26304,11437,0,0,0
Groves,Example Trial,403,3.77,3.39,2.89,1.72,44697,8582,0,0,1
Groves,Example Trial,403,2.59,1.74,2.68,1.61,28987,5539,0,0,0
Groves,Example Trial,403,3.19,1.94,3.29,1.61,32213,7047,0,0,0
Groves,Example Trial,403,4.82,2.12,4,1.63,28677,10344,0,0,0
Groves,Example Trial,403,5.64,2.26,4.03,1.82,29390,10892,0,0,0
Groves,Example Trial,403,3.01,1.98,2.99,1.55,30486,6609,0,0,0
Groves,Example Trial,403,0.92,1.31,1.78,1.1,27880,2455,0,0,0
Groves,Example Trial,403,6.75,2.61,4.8,1.93,35820,12845,1,0,0
Groves,Example Trial,403,3.18,2.04,2.78,1.7,30317,6367,0,0,1
Groves,Example Trial,403,3.87,2.16,3.95,1.55,34172,9271,1,0,0
Groves,Example Trial,403,1.72,1.98,1.64,1.45,27374,3844,0,0,0
Groves,Example Trial,403,1.68,1.6,2.07,1.4,27600,3938,0,0,0
Groves,Example Trial,403,1.89,1.58,2.31,1.48,28580,4168,0,0,0
Groves,Example Trial,403,5.11,2.16,3.71,1.85,29012,9833,0,0,0
Groves,Example Trial,403,2.74,1.76,2.94,1.51,28515,6062,0,0,0
Groves,Example Trial,403,5.38,2.55,3.37,1.99,31786,9572,0,0,0
Groves,Example Trial,403,1.87,1.72,2.31,1.35,28683,4489,0,0,0
Groves,Example Trial,403,2.75,2.59,1.96,1.59,29350,6019,0,0,0
Groves,Example Trial,403,3.55,2.44,2.44,1.82,30522,6876,0,0,0
Groves,Example Trial,403,1.23,1.7,1.56,1.32,28460,2952,0,0,0
Groves,Example Trial,403,5.72,2.26,4.03,1.87,29775,10756,0,0,0
Groves,Example Trial,403,1.32,1.6,1.96,1.27,30172,3240,0,0,0
Groves,Example Trial,403,1.1,1.68,1.54,1.18,27753,2856,0,0,0
Groves,Example Trial,403,2.72,2.36,2.68,1.43,33251,6359,0,0,0
Groves,Example Trial,403,2.14,2.1,1.99,1.56,30463,4627,0,0,0
Groves,Example Trial,403,2.12,2.16,1.85,1.5,28273,4494,0,0,0
Groves,Example Trial,403,1.55,1.7,2.04,1.39,31100,3473,0,0,0
Groves,Example Trial,403,3.67,2.48,2.52,1.8,30651,7129,0,0,0
Groves,Example Trial,403,1.51,1.98,1.78,1.27,29642,3789,0,0,0
Groves,Example Trial,403,0.76,1.27,1.7,0.99,28123,2105,0,0,0
Groves,Example Trial,403,2.54,1.8,2.68,1.5,28488,5728,0,0,0
Groves,Example Trial,403,1.44,2.04,1.48,1.28,26837,3572,0,0,0
Groves,Example Trial,403,1.65,1.86,1.85,1.48,30864,3764,0,0,0
Groves,Example Trial,403,2.74,2.53,1.85,1.52,25964,6056,0,0,0
Groves,Example Trial,403,0.55,1.15,1.14,0.97,23121,1326,0,0,0
,,,,,,,,,,,
Culls Weight,0.2,,,,,,,,,,
,,,,,,,,,,,
Researcher,Trial,Plot,Weight,Width,Length,Height,Shape,Area,Hollow,Double,Knob
Groves,Example Trial,301,2.53,1.98,2.7,1.52,32118,5843,0,0,0
Groves,Example Trial,301,2.9,1.84,3.02,1.58,30274,6526,0,0,0
Groves,Example Trial,301,1.76,2.04,1.93,1.42,31766,4128,0,0,0
Groves,Example Trial,301,3.61,2.57,2.94,1.66,34744,7738,0,0,0
Groves,Example Trial,301,1.77,1.92,1.99,1.46,31516,4134,0,0,0
Groves,Example Trial,301,7.33,3.07,4.03,2.17,36626,13335,1,1,1
Groves,Example Trial,301,4.43,1.94,3.63,1.8,28613,8582,0,0,0
Groves,Example Trial,301,1.26,1.47,1.91,1.24,27631,3142,0,0,0
Groves,Example Trial,301,2.87,1.98,2.52,1.81,31467,5443,0,0,0
Groves,Example Trial,301,3.76,2.1,2.94,1.85,30377,7499,0,0,0
Groves,Example Trial,301,3.06,2,2.78,1.61,29253,6383,0,0,0
Groves,Example Trial,301,3.64,2.26,3.18,1.63,32182,8000,0,0,0
Groves,Example Trial,301,3.54,1.94,3.26,1.69,30192,7526,0,0,0
Groves,Example Trial,301,5.75,2.06,4.27,1.93,29524,10742,0,0,0
Groves,Example Trial,301,3.11,1.9,2.86,1.62,28305,6607,0,0,0
Groves,Example Trial,301,2.45,1.7,2.86,1.49,29568,5758,0,0,0
Groves,Example Trial,301,6.26,2.14,4.16,1.89,26877,11686,0,0,0
Groves,Example Trial,301,3.09,1.78,3.13,1.63,29389,6689,0,0,0
Groves,Example Trial,301,3.28,2.77,1.93,1.72,28034,6730,0,0,1
Groves,Example Trial,301,1.86,2.06,2.12,1.37,32167,4461,0,0,0
Groves,Example Trial,301,2.08,1.8,2.49,1.43,30813,5072,0,0,0
Groves,Example Trial,301,4.1,2.4,3.68,1.44,31019,10224,1,1,0
Groves,Example Trial,301,5.09,2.61,3.6,1.88,34704,9766,0,0,1
Groves,Example Trial,301,6,2.24,4.45,2.03,33725,10706,0,0,1
Groves,Example Trial,301,1.2,1.45,1.8,1.34,29145,2760,0,0,0
Groves,Example Trial,301,1.16,1.17,1.93,1.6,31146,2437,0,0,0
Groves,Example Trial,301,4.49,2.14,3.18,1.82,27584,8716,0,0,0
Groves,Example Trial,301,6.77,2.26,4.53,1.82,27522,12804,0,0,0
Groves,Example Trial,301,3.07,1.86,2.76,1.72,28761,6260,0,0,0
Groves,Example Trial,301,1.98,2.22,2.15,1.32,31820,4955,0,0,0
Groves,Example Trial,301,0.98,1.62,1.51,1.03,25710,2669,0,0,0
Groves,Example Trial,301,3.08,2.61,2.25,1.6,30506,6631,0,0,0
Groves,Example Trial,301,3.29,2.36,2.86,1.64,33645,7166,0,0,0
Groves,Example Trial,301,1.55,1.68,2.09,1.34,30354,3724,0,0,0
Groves,Example Trial,301,1.44,1.86,1.78,1.32,30349,3664,0,0,0
Groves,Example Trial,301,5.9,2.53,3.52,1.94,29282,10997,0,0,0
Groves,Example Trial,301,1.13,1.64,1.7,1.17,28866,2970,0,0,0
Groves,Example Trial,301,1.11,1.62,1.46,1.24,26422,2655,0,0,0
Groves,Example Trial,301,6.69,2.67,5.56,1.72,38167,14547,1,1,0
Groves,Example Trial,301,4.45,1.92,3.66,1.69,26687,8906,0,0,0
Groves,Example Trial,301,1.16,1.41,1.83,1.19,26470,2963,0,0,0
Groves,Example Trial,301,3.31,2.04,3.18,1.56,30574,7366,0,0,0
Groves,Example Trial,301,2.54,2.36,2.12,1.81,35652,5003,0,0,0
Groves,Example Trial,301,2.19,2.24,2.12,1.44,31224,5068,0,0,0
Groves,Example Trial,301,0.91,1.33,1.62,1.1,26044,2342,0,0,0
Groves,Example Trial,301,4.1,2.5,3.15,1.7,32652,8389,0,0,0
Groves,Example Trial,301,1.7,2.04,1.67,1.39,27855,3983,0,0,0
Groves,Example Trial,301,6.34,2.42,4.27,1.89,30804,11913,0,0,0
Groves,Example Trial,301,2.16,1.64,2.6,1.52,30005,4914,0,0,0
Groves,Example Trial,301,2.08,2.32,1.78,1.47,29185,4840,0,0,0
Groves,Example Trial,301,7.33,2.48,4.13,2.02,28225,12803,0,0,0
Groves,Example Trial,301,2.11,1.84,2.28,1.49,29624,4774,0,0,0
Groves,Example Trial,301,1.3,1.53,1.93,1.29,29301,3200,0,0,0
Groves,Example Trial,301,3.46,2.53,2.41,1.76,31015,6827,0,0,1
Groves,Example Trial,301,3.79,2.69,2.62,1.75,32542,7483,0,0,1
Groves,Example Trial,301,0.85,1.35,1.51,1.08,25900,2260,0,0,0
Groves,Example Trial,301,2.24,2.46,1.7,1.54,28751,4981,0,0,0
Groves,Example Trial,301,1.65,1.88,1.96,1.35,30148,4000,0,0,0
Groves,Example Trial,301,4.15,2.46,3.18,1.76,33176,8575,0,0,0
Groves,Example Trial,301,2.42,2.36,2.15,1.47,30821,5503,0,0,0
Groves,Example Trial,301,2.43,1.76,2.52,1.58,28837,5323,0,0,0
Groves,Example Trial,301,2.22,1.72,2.6,1.36,27396,5287,0,0,0
Groves,Example Trial,301,1.8,2.12,2.17,1.31,33480,4589,0,0,0
Groves,Example Trial,301,4.52,2.26,3.29,1.9,31255,8964,0,0,0
Groves,Example Trial,301,5.67,3.13,3.15,1.93,33560,10246,0,0,0
Groves,Example Trial,301,6.77,2.3,4.37,1.84,27317,12917,0,0,0
Groves,Example Trial,301,5.4,2.32,3.68,1.99,31462,10029,0,0,0
Groves,Example Trial,301,1.78,1.7,2.23,1.38,29390,4206,0,0,0
Groves,Example Trial,301,4.78,2.85,4.37,1.52,39604,11156,1,1,0
Groves,Example Trial,301,7.65,2.79,4.61,1.97,33121,13901,0,0,0
Groves,Example Trial,301,4.84,2.12,3.5,1.84,28208,9234,0,0,0
Groves,Example Trial,301,3.76,1.98,3.18,1.71,28635,7781,0,0,0
Groves,Example Trial,301,3.47,1.94,3.05,1.75,29840,6832,0,0,0
Groves,Example Trial,301,2.58,1.74,2.78,1.49,27935,5850,0,0,0
Groves,Example Trial,301,2.81,2.26,2.07,1.63,27136,5955,0,0,0
Groves,Example Trial,301,3.6,1.82,3.13,1.65,26109,7414,0,0,0
Groves,Example Trial,301,2.38,1.88,2.23,1.67,29417,4975,0,0,0
Groves,Example Trial,301,2.47,1.9,2.6,1.51,30200,5606,0,0,0
Groves,Example Trial,301,3.6,1.76,3.21,1.76,27620,6994,0,0,0
Groves,Example Trial,301,3.73,1.88,3.44,1.57,27221,8109,0,0,0
Groves,Example Trial,301,3.09,1.96,2.73,1.65,28572,6495,0,0,0
Groves,Example Trial,301,1.94,1.66,2.46,1.33,27995,4897,0,0,0
Groves,Example Trial,301,1.87,2.06,1.91,1.41,29667,4340,0,0,0
Groves,Example Trial,301,1.42,1.49,1.96,1.32,27147,3424,0,0,0
Groves,Example Trial,301,2.81,2.28,2.38,1.66,32056,5932,0,0,1
Groves,Example Trial,301,2.34,1.88,2.36,1.6,30337,4726,0,0,0
Groves,Example Trial,301,1.78,1.94,1.72,1.65,30931,3643,0,0,0
Groves,Example Trial,301,6.05,2.53,3.5,2.11,30882,10460,0,0,0
Groves,Example Trial,301,2.45,2.1,2.41,1.48,30572,5673,0,0,0
Groves,Example Trial,301,7.81,2.48,5.54,2.08,36590,14237,1,0,1
Groves,Example Trial,301,1.42,1.78,1.78,1.26,28113,3541,0,0,0
Groves,Example Trial,301,4.04,2.34,2.94,1.83,31162,7771,0,0,0
Groves,Example Trial,301,4.21,2.14,3.52,1.79,32027,8537,0,0,0
Groves,Example Trial,301,1.45,1.96,1.56,1.33,28045,3474,0,0,0
Groves,Example Trial,301,3.44,2.42,2.62,1.78,32807,7032,0,0,1
Groves,Example Trial,301,0.73,1.45,1.14,1.05,23776,1822,0,0,0
Groves,Example Trial,301,4.13,2.14,4.11,1.79,38120,9246,1,0,0
Groves,Example Trial,301,5.11,2.67,3.52,1.87,34393,9749,0,0,0
Groves,Example Trial,301,1.29,1.66,1.78,1.29,29548,3002,0,0,0
Groves,Example Trial,301,0.75,1.21,1.4,1.06,23941,1930,0,0,0
Groves,Example Trial,301,4.71,2.1,3.63,1.76,28485,9370,0,0,0
Groves,Example Trial,301,3.2,1.74,3.34,1.55,28149,7130,0,0,0
Groves,Example Trial,301,3.53,3.11,2.07,1.76,32097,7480,0,0,1
Groves,Example Trial,301,3.15,1.98,3.34,1.44,30231,7479,0,0,0
Groves,Example Trial,301,6.31,2.28,3.74,2.07,27973,10759,0,0,0
Groves,Example Trial,301,2.62,2.04,2.62,1.54,31416,5754,0,0,0
Groves,Example Trial,301,4.77,2.06,3.5,1.9,28719,8797,0,0,0
Groves,Example Trial,301,0.71,1.31,1.32,1.07,26059,1829,0,0,0
Groves,Example Trial,301,4.12,2.59,2.91,1.75,32013,8269,0,0,0
Groves,Example Trial,301,2.83,1.8,2.73,1.63,28303,6039,0,0,0
Groves,Example Trial,301,2.62,1.74,2.68,1.56,27765,5656,0,0,0
Groves,Example Trial,301,2.09,2.1,1.88,1.49,28146,4745,0,0,0
Groves,Example Trial,301,2.12,1.82,2.41,1.42,29379,5001,0,0,0
Groves,Example Trial,301,3.78,2,3.26,1.95,33634,7461,0,0,0
Groves,Example Trial,301,0.86,1.55,1.35,1.07,26034,2192,0,0,0
Groves,Example Trial,301,6.91,2.83,5.49,1.82,40921,13865,1,1,1
Groves,Example Trial,301,5.58,3.09,4.19,1.74,40372,12411,1,1,0
Groves,Example Trial,301,3.42,2.77,2.17,1.61,28296,7308,0,0,0
Groves,Example Trial,301,2.95,1.9,2.65,1.77,30210,5789,0,0,1
Groves,Example Trial,301,4.38,2.12,3.52,1.72,29304,8946,0,0,0
Groves,Example Trial,301,2.07,1.66,2.54,1.38,28109,4895,0,0,0
Groves,Example Trial,301,4.83,2.22,3.71,1.7,28988,9771,0,0,0
Groves,Example Trial,301,5.2,2.36,3.55,1.87,30128,9478,0,0,0
Groves,Example Trial,301,4.66,2.06,3.71,1.76,28864,9208,0,0,0
Groves,Example Trial,301,0.78,1.41,1.25,1.1,24855,1910,0,0,0
Groves,Example Trial,301,4.31,2.14,3.44,1.74,29719,8598,0,0,0
Groves,Example Trial,301,4.79,2.18,3.84,1.87,32680,9518,0,0,0
Groves,Example Trial,301,3.49,2.36,2.89,1.6,31268,7507,0,0,0
Groves,Example Trial,301,2.63,2.16,2.38,1.57,30688,5733,0,0,0
Groves,Example Trial,301,0.73,1.51,1.27,1,26269,2000,0,0,0
Groves,Example Trial,301,2.2,2.08,2.12,1.57,31468,4821,0,0,0
Groves,Example Trial,301,2.97,2.3,2.6,1.61,32416,6403,0,0,0
Groves,Example Trial,301,2.21,2.04,2.46,1.46,33153,5160,0,0,0
Groves,Example Trial,301,2.67,2.46,2.36,1.52,33050,6105,0,0,0
Groves,Example Trial,301,5.25,2.16,3.5,1.98,28512,9483,0,0,0
Groves,Example Trial,301,1.24,1.8,1.48,1.33,28573,2944,0,0,0
Groves,Example Trial,301,1.98,1.84,1.99,1.53,28294,4334,0,0,0
Groves,Example Trial,301,2.63,1.82,2.57,1.51,26855,5883,0,0,0
Groves,Example Trial,301,2.87,2.73,1.8,1.72,29449,5941,0,0,1
Groves,Example Trial,301,1.69,1.86,2.23,1.3,31906,4257,0,0,0
Groves,Example Trial,301,6.45,2.24,4.21,1.93,28218,11846,0,0,0
Groves,Example Trial,301,1.65,1.78,2.36,1.23,31315,4306,0,0,0
Groves,Example Trial,301,1.51,1.92,1.78,1.29,29196,3775,0,0,0
Groves,Example Trial,301,7.85,2.48,5.49,2.02,35035,15099,1,1,0
Groves,Example Trial,301,0.56,0.85,1.62,0.98,24097,1401,0,0,0
Groves,Example Trial,301,2.38,1.76,2.57,1.56,29647,5281,0,0,0
Groves,Example Trial,301,2.5,1.74,2.78,1.47,28442,5705,0,0,0
Groves,Example Trial,301,2.47,2.44,1.83,1.58,28562,5358,0,0,1
Groves,Example Trial,301,1.48,1.43,2.15,1.32,27421,3532,0,0,0
Groves,Example Trial,301,3.18,1.96,3.02,1.67,31085,6965,0,0,0
Groves,Example Trial,301,3.96,2.08,3.26,1.73,29623,7867,0,0,0
Groves,Example Trial,301,2.38,1.78,2.62,1.46,28608,5323,0,0,0
Groves,Example Trial,301,6.08,2.34,3.87,1.98,29490,11012,0,0,0
Groves,Example Trial,301,3.9,2,3.42,1.78,31218,7815,0,0,1
Groves,Example Trial,301,4.15,2,3.52,1.79,30365,8371,0,0,0
Groves,Example Trial,301,2.34,1.9,2.46,1.55,30960,5101,0,0,0
Groves,Example Trial,301,1.08,1.39,1.72,1.22,27007,2663,0,0,0
Groves,Example Trial,301,1.98,2.24,1.64,1.45,26902,4584,0,0,0
Groves,Example Trial,301,1.5,1.8,1.72,1.45,29928,3359,0,0,0
Groves,Example Trial,301,1.52,1.68,1.96,1.34,29028,3671,0,0,0
Groves,Example Trial,301,3.28,1.86,3.13,1.56,27689,7165,0,0,0
Groves,Example Trial,301,2.83,2.4,2.09,1.66,29422,5878,0,0,0
Groves,Example Trial,301,1.87,1.82,2.17,1.48,31257,4221,0,0,0
Groves,Example Trial,301,2.33,2.28,1.96,1.53,29344,5017,0,0,0
Groves,Example Trial,301,5.31,3.5,3.97,1.74,45531,11418,1,1,0
Groves,Example Trial,301,2.59,1.84,2.65,1.63,30686,5655,0,0,0
Groves,Example Trial,301,3.58,2.65,2.17,1.86,29876,6597,0,0,0
Groves,Example Trial,301,3.09,2.42,1.88,1.82,26796,5925,0,0,1
Groves,Example Trial,301,2.35,1.78,2.54,1.51,29051,5201,0,0,0
Groves,Example Trial,301,3.2,1.76,3.37,1.53,28358,7051,0,0,0
Groves,Example Trial,301,4.44,2.06,3.39,1.84,28940,8641,0,0,0
Groves,Example Trial,301,3.91,1.86,3.44,1.63,26673,8231,0,0,0
Groves,Example Trial,301,4.4,2.04,3.68,1.67,28493,9086,0,0,0
Groves,Example Trial,301,1.19,1.55,1.78,1.3,30140,2937,0,0,0
Groves,Example Trial,301,0.95,1.31,1.83,1.04,26244,2531,0,0,0
Groves,Example Trial,301,3.44,1.94,3.18,1.64,29411,7392,0,0,0
Groves,Example Trial,301,1.52,1.53,1.99,1.38,27642,3517,0,0,0
Groves,Example Trial,301,3.35,1.88,3.26,1.55,28357,7280,0,0,0
Groves,Example Trial,301,2.96,2.42,2.33,1.64,31240,6259,0,0,0
Groves,Example Trial,301,1.98,2.06,2.15,1.41,31539,4762,0,0,0
Groves,Example Trial,301,3.47,1.94,3.05,1.66,28306,7198,0,0,0
Groves,Example Trial,301,2.42,1.66,2.6,1.54,27465,5192,0,0,0
Groves,Example Trial,301,4.26,2.67,3.23,1.68,34010,8786,0,0,0
Groves,Example Trial,301,7.89,2.44,4.56,2.17,30601,13291,0,0,0
Groves,Example Trial,301,3.32,1.86,3.21,1.55,27874,7310,0,0,0
Groves,Example Trial,301,4.37,2.36,3.26,1.86,32746,8432,0,0,0
Groves,Example Trial,301,2.07,1.55,2.62,1.38,27073,4858,0,0,0
Groves,Example Trial,301,1.96,1.94,1.96,1.52,29488,4305,0,0,0
Groves,Example Trial,301,7.43,2.81,4.32,2.05,33493,13293,0,0,0
Groves,Example Trial,301,4.09,2.08,3.31,1.75,29458,8123,0,0,0
Groves,Example Trial,301,2.9,2.3,2.46,1.62,31606,6027,0,0,0
Groves,Example Trial,301,4.33,2.87,2.28,1.89,28562,8174,0,0,0
Groves,Example Trial,301,1.96,2.08,2.01,1.43,30502,4503,0,0,0
Groves,Example Trial,301,2.17,1.62,2.28,1.71,29106,4231,0,0,0
Groves,Example Trial,301,4.4,2.99,2.31,1.83,28726,8471,0,0,0
Groves,Example Trial,301,3.16,1.84,3.15,1.55,28429,7124,0,0,0
Groves,Example Trial,301,2.46,1.88,2.52,1.62,31198,5314,0,0,0
Groves,Example Trial,301,2.49,1.74,2.6,1.54,27979,5341,0,0,0
Groves,Example Trial,301,1.77,1.78,2.41,1.35,32718,4419,0,0,0
Groves,Example Trial,301,2.17,1.82,2.2,1.52,28046,4700,0,0,0
Groves,Example Trial,301,3.06,2.53,2.52,1.61,33544,6726,0,0,0
Groves,Example Trial,301,2.61,1.66,2.91,1.56,28872,5789,0,0,0
Groves,Example Trial,301,1.45,1.58,2.12,1.29,29799,3671,0,0,0
Groves,Example Trial,301,1.9,2.14,1.93,1.4,30433,4546,0,0,0
Groves,Example Trial,301,2.64,2.48,1.85,1.68,29196,5420,0,0,1
Groves,Example Trial,301,2.06,1.94,2.38,1.4,31379,4907,0,0,0
Groves,Example Trial,301,1.33,1.74,1.75,1.25,28618,3239,0,0,0
Groves,Example Trial,301,3.25,1.9,3.6,1.58,33252,7516,0,0,0
Groves,Example Trial,301,5.23,2.63,4.08,1.85,37956,11139,1,0,0
Groves,Example Trial,301,6.42,2.63,3.82,1.99,31141,11374,0,0,0
Groves,Example Trial,301,2.11,1.9,2.31,1.52,31617,4664,0,0,0
Groves,Example Trial,301,2.97,1.84,2.91,1.65,29746,6321,0,0,0
Groves,Example Trial,301,1.42,1.92,1.64,1.34,29714,3452,0,0,0
Groves,Example Trial,301,1.6,1.66,1.99,1.41,29111,3629,0,0,0
Groves,Example Trial,301,3.43,1.84,3.37,1.51,27297,7831,0,0,0
Groves,Example Trial,301,2.54,1.84,2.84,1.46,30036,5917,0,0,0
Groves,Example Trial,301,1.45,1.53,2.09,1.3,28669,3550,0,0,0
Groves,Example Trial,301,2.91,2.1,2.46,1.66,29469,5963,0,0,0
Groves,Example Trial,301,4.6,2.04,3.39,1.84,27662,8722,0,0,0
Groves,Example Trial,301,2.02,1.53,2.38,1.4,25237,4587,0,0,0
Groves,Example Trial,301,4.44,2.63,3.02,1.85,33094,8459,0,0,0
Groves,Example Trial,301,2.37,1.96,2.38,1.47,28933,5441,0,0,0
Groves,Example Trial,301,2.54,1.76,2.76,1.53,29260,5819,0,0,0
Groves,Example Trial,301,2.04,1.82,2.33,1.44,29933,4730,0,0,0
Groves,Example Trial,301,4.4,2.61,3.1,1.8,33099,8605,0,0,0
Groves,Example Trial,301,2.47,1.96,2.6,1.5,30947,5524,0,0,0
Groves,Example Trial,301,3.94,2.1,3.34,1.7,30263,7771,0,0,0
Groves,Example Trial,301,1.99,2.34,1.62,1.5,28573,4438,0,0,0
Groves,Example Trial,301,2.33,1.72,2.7,1.44,28701,5773,0,0,0
Groves,Example Trial,301,3.67,1.98,3.07,1.7,28157,7706,0,0,0
Groves,Example Trial,301,0.5,1.17,1.06,0.87,21579,1252,0,0,0
Groves,Example Trial,301,2.74,1.78,2.86,1.48,27497,6238,0,0,0
Groves,Example Trial,301,0.78,1.41,1.3,1.11,26085,1886,0,0,0
Groves,Example Trial,301,2.29,1.94,2.33,1.52,30003,5025,0,0,0
Groves,Example Trial,301,2.5,2.36,1.88,1.52,26975,5538,0,0,0
Groves,Example Trial,301,2.32,1.98,2.38,1.66,33718,4767,0,0,0
Groves,Example Trial,301,1.08,1.53,1.64,1.14,26486,2802,0,0,0
Groves,Example Trial,301,1.07,1.68,1.51,1.21,28687,2656,0,0,0
Groves,Example Trial,301,1.36,1.7,1.62,1.37,27742,3198,0,0,0
Groves,Example Trial,301,3.16,2.75,1.91,1.67,27758,6629,0,0,0
Groves,Example Trial,301,3.16,2.75,1.91,1.67,27758,6629,0,0,0
Groves,Example Trial,301,2.68,2.06,2.89,1.59,35320,6119,0,0,0
Groves,Example Trial,301,2.46,1.62,2.84,1.61,30110,5118,0,0,0
Groves,Example Trial,301,1.09,1.6,1.59,1.22,28474,2731,0,0,0
Groves,Example Trial,301,2.15,2.28,2.07,1.43,31390,5138,0,0,0
Groves,Example Trial,301,1.47,1.47,2.28,1.24,28272,3819,0,0,0
Groves,Example Trial,301,1.05,1.6,1.75,1.15,30666,2869,0,0,0
Groves,Example Trial,301,1.37,1.74,1.83,1.3,30215,3434,0,0,0
Groves,Example Trial,301,1.34,1.98,1.54,1.21,27533,3430,0,0,0
Groves,Example Trial,301,0.71,1.25,1.4,1.04,25633,1833,0,0,0
Groves,Example Trial,301,6.19,2.85,3.39,2.03,31684,10746,0,0,0
Groves,Example Trial,301,1.17,1.51,1.8,1.2,27876,2971,0,0,0
Groves,Example Trial,301,3.03,1.74,2.89,1.71,28379,6293,0,0,0
Groves,Example Trial,301,1.21,1.68,1.59,1.28,28257,2935,0,0,0
Groves,Example Trial,301,0.82,1.23,1.56,1.11,25974,2070,0,0,0
Groves,Example Trial,301,0.92,1.68,1.22,1.16,25842,2252,0,0,0
Groves,Example Trial,301,2.07,2.22,1.67,1.5,26865,4519,0,0,0
Groves,Example Trial,301,1.53,1.86,1.78,1.33,28780,3638,0,0,0
